Date,Open,High,Low,Close,Volume
2024-03-15,23.850000381469727,24.100000381469727,23.420000076293945,23.489999771118164,61270500
2024-03-18,23.770000457763672,24.18000030517578,23.31999969482422,24.0,44083000
2024-03-19,23.5,23.829999923706055,22.920000076293945,23.799999237060547,43247200
2024-03-20,23.770000457763672,24.649999618530273,23.670000076293945,24.56999969482422,40273800
2024-03-21,25.299999237060547,25.329999923706055,24.440000534057617,24.489999771118164,37099600
2024-03-22,24.200000762939453,24.475000381469727,24.020000457763672,24.18000030517578,25354300
2024-03-25,24.1200008392334,24.6200008392334,24.049999237060547,24.510000228881836,29255900
2024-03-26,24.760000228881836,25.469999313354492,24.469999313354492,24.889999389648438,43610500
2024-03-27,25.0,25.479999542236328,24.260000228881836,24.510000228881836,38600100
2024-03-28,24.170000076293945,24.280000686645508,22.940000534057617,23.010000228881836,70008200
2024-04-01,22.979999542236328,23.209999084472656,22.399999618530273,22.860000610351562,41000000
2024-04-02,22.0,22.790000915527344,21.719999313354492,22.719999313354492,39770600
2024-04-03,22.440000534057617,23.010000228881836,22.3799991607666,22.700000762939453,30357400
2024-04-04,23.81999969482422,24.100000381469727,22.399999618530273,22.479999542236328,64995300
2024-04-05,22.420000076293945,23.31999969482422,22.30699920654297,22.959999084472656,38565800
2024-04-08,23.079999923706055,23.200000762939453,22.670000076293945,23.0,25022700
2024-04-09,23.010000228881836,23.086999893188477,22.459999084472656,22.809999465942383,27724500
2024-04-10,22.219999313354492,22.709999084472656,22.010000228881836,22.420000076293945,28642900
2024-04-11,22.649999618530273,22.90999984741211,22.25,22.84000015258789,26303500
